Title,Year,Genre,Actor,Avg_rating,Number_of_ratings
"Gru, Dru i Minionki",2017,Przygodowy,Kristen Wiig,6.5,50041
Historia Roja,2016,Wojenny,Krzysztof Zalewski-Brejdygant,5.2,17668
Historia Roja,2016,Wojenny,Wojciech Żołądkowicz,5.2,17668
Garbi - Super bryka,2005,Familijny,Lindsay Lohan,5.5,49618
Garbi - Super bryka,2005,Familijny,Michael Keaton,5.5,49618
Garbi - Super bryka,2005,Fantasy,Lindsay Lohan,5.5,49618
Garbi - Super bryka,2005,Fantasy,Michael Keaton,5.5,49618
Garbi - Super bryka,2005,Komedia,Lindsay Lohan,5.5,49618
Garbi - Super bryka,2005,Komedia,Michael Keaton,5.5,49618
Misiek w Nowym Jorku,2016,Animacja,Rob Schneider,4.9,5320
Misiek w Nowym Jorku,2016,Animacja,Heather Graham,4.9,5320
Misiek w Nowym Jorku,2016,Familijny,Rob Schneider,4.9,5320
Misiek w Nowym Jorku,2016,Familijny,Heather Graham,4.9,5320
Misiek w Nowym Jorku,2016,Komedia,Rob Schneider,4.9,5320
Misiek w Nowym Jorku,2016,Komedia,Heather Graham,4.9,5320
Powstanie Warszawskie,2014,Dramat,Michał Żurawski,7.2,31244
Powstanie Warszawskie,2014,Dramat,Maciej Nawrocki,7.2,31244
Powstanie Warszawskie,2014,Wojenny,Michał Żurawski,7.2,31244
Powstanie Warszawskie,2014,Wojenny,Maciej Nawrocki,7.2,31244
Powstanie Warszawskie,2014,Dokumentalizowany,Michał Żurawski,7.2,31244
Powstanie Warszawskie,2014,Dokumentalizowany,Maciej Nawrocki,7.2,31244
Sprinterki,2012,Dramat,Bradley James,6.8,5424
Sprinterki,2012,Dramat,Lenora Crichlow,6.8,5424
Sprinterki,2012,Sportowy,Bradley James,6.8,5424
Sprinterki,2012,Sportowy,Lenora Crichlow,6.8,5424
Disco Polo,2015,Komedia,Dawid Ogrodnik,5.0,65048
Disco Polo,2015,Komedia,Piotr Głowacki,5.0,65048
Disco Polo,2015,Muzyczny,Dawid Ogrodnik,5.0,65048
Disco Polo,2015,Muzyczny,Piotr Głowacki,5.0,65048
Obywatel,2014,Dramat,Jerzy Stuhr,5.7,26886
Obywatel,2014,Dramat,Maciej Stuhr,5.7,26886
Obywatel,2014,Komedia,Jerzy Stuhr,5.7,26886
Obywatel,2014,Komedia,Maciej Stuhr,5.7,26886
Człowiek na torze,1956,Dramat,Kazimierz Opaliński,7.9,8850
Człowiek na torze,1956,Dramat,Zygmunt Maciejewski,7.9,8850
Majdan. Rewolucja godności,2014,Dokumentalny,nan,5.3,329
Pamięć obozów,2014,Dokumentalny,nan,8.0,186
Wywiad ze słońcem narodu,2014,Komedia,James Franco,5.7,53297
Wywiad ze słońcem narodu,2014,Komedia,Seth Rogen,5.7,53297
Wywiad ze słońcem narodu,2014,Akcja,James Franco,5.7,53297
Wywiad ze słońcem narodu,2014,Akcja,Seth Rogen,5.7,53297
Drużyna,2014,Dokumentalny,Michał Winiarski,7.2,6060
Drużyna,2014,Dokumentalny,Łukasz Żygadło,7.2,6060
Drużyna,2014,Sportowy,Michał Winiarski,7.2,6060
Drużyna,2014,Sportowy,Łukasz Żygadło,7.2,6060
Furia,2014,Dramat,Brad Pitt,7.3,163970
Furia,2014,Dramat,Shia LaBeouf,7.3,163970
Furia,2014,Wojenny,Brad Pitt,7.3,163970
Furia,2014,Wojenny,Shia LaBeouf,7.3,163970
Korespondent Bryan,2010,Dokumentalny,Aleksander Mikołajczak,8.3,7276
Korespondent Bryan,2010,Dokumentalny,Sławomir Śmiałek,8.3,7276
Korespondent Bryan,2010,Wojenny,Aleksander Mikołajczak,8.3,7276
Korespondent Bryan,2010,Wojenny,Sławomir Śmiałek,8.3,7276
Był sobie dzieciak,2013,Dramat,Rafał Fudalej,4.4,1108
Był sobie dzieciak,2013,Dramat,Magdalena Cielecka,4.4,1108
Był sobie dzieciak,2013,Wojenny,Rafał Fudalej,4.4,1108
Był sobie dzieciak,2013,Wojenny,Magdalena Cielecka,4.4,1108
Kamienie na szaniec,2014,Dramat,Tomasz Ziętek,6.7,95934
Kamienie na szaniec,2014,Dramat,Marcel Sabat,6.7,95934
Kamienie na szaniec,2014,Wojenny,Tomasz Ziętek,6.7,95934
Kamienie na szaniec,2014,Wojenny,Marcel Sabat,6.7,95934
Ostatni dzwonek,1989,Dramat,Zbigniew Suszyński,7.7,12611
Ostatni dzwonek,1989,Dramat,Agnieszka Kowalska,7.7,12611
Ostatni dzwonek,1989,Psychologiczny,Zbigniew Suszyński,7.7,12611
Ostatni dzwonek,1989,Psychologiczny,Agnieszka Kowalska,7.7,12611
Need for Speed,2014,Akcja,Aaron Paul,6.5,74202
Need for Speed,2014,Akcja,Dominic Cooper,6.5,74202
Kto cię uczył jeździć?,2012,Dokumentalny,nan,6.7,528
Kto cię uczył jeździć?,2012,Komedia,nan,6.7,528
Człowiek z żelaza,1981,Dramat obyczajowy,Jerzy Radziwiłowicz,7.6,28183
Człowiek z żelaza,1981,Dramat obyczajowy,Krystyna Janda,7.6,28183
Człowiek z żelaza,1981,Polityczny,Jerzy Radziwiłowicz,7.6,28183
Człowiek z żelaza,1981,Polityczny,Krystyna Janda,7.6,28183
Człowiek z marmuru,1976,Dramat obyczajowy,Jerzy Radziwiłowicz,7.7,37833
Człowiek z marmuru,1976,Dramat obyczajowy,Krystyna Janda,7.7,37833
Człowiek z marmuru,1976,Polityczny,Jerzy Radziwiłowicz,7.7,37833
Człowiek z marmuru,1976,Polityczny,Krystyna Janda,7.7,37833
Medicus,2013,Przygodowy,Tom Payne,7.4,33552
Medicus,2013,Przygodowy,Ben Kingsley,7.4,33552
Medicus,2013,Dramat historyczny,Tom Payne,7.4,33552
Medicus,2013,Dramat historyczny,Ben Kingsley,7.4,33552
"Karol - papież, który pozostał człowiekiem",2006,Biograficzny,Piotr Adamczyk,7.0,75452
"Karol - papież, który pozostał człowiekiem",2006,Biograficzny,Michele Placido,7.0,75452
"Karol - papież, który pozostał człowiekiem",2006,Dramat,Piotr Adamczyk,7.0,75452
"Karol - papież, który pozostał człowiekiem",2006,Dramat,Michele Placido,7.0,75452
"Karol - człowiek, który został papieżem",2005,Biograficzny,Piotr Adamczyk,6.9,165918
"Karol - człowiek, który został papieżem",2005,Biograficzny,Małgorzata Bela,6.9,165918
"Karol - człowiek, który został papieżem",2005,Dramat,Piotr Adamczyk,6.9,165918
"Karol - człowiek, który został papieżem",2005,Dramat,Małgorzata Bela,6.9,165918
Oszukane,2013,Dramat,Katarzyna Herman,6.0,33570
Oszukane,2013,Dramat,Karolina Chapko,6.0,33570
Lalka,1968,Kostiumowy,Beata Tyszkiewicz,6.5,14145
Lalka,1968,Kostiumowy,Mariusz Dmochowski,6.5,14145
Lalka,1968,Obyczajowy,Beata Tyszkiewicz,6.5,14145
Lalka,1968,Obyczajowy,Mariusz Dmochowski,6.5,14145
Ambassada,2013,Komedia,Magdalena Grąziowska,5.3,34035
Ambassada,2013,Komedia,Bartosz Porczyk,5.3,34035
Wałęsa. Człowiek z nadziei,2013,Biograficzny,Robert Więckiewicz,6.2,82676
Wałęsa. Człowiek z nadziei,2013,Biograficzny,Agnieszka Grochowska,6.2,82676
Wałęsa. Człowiek z nadziei,2013,Dramat,Robert Więckiewicz,6.2,82676
Wałęsa. Człowiek z nadziei,2013,Dramat,Agnieszka Grochowska,6.2,82676
Stalingrad,2013,Dramat,Mariya Smolnikova,5.2,7306
Stalingrad,2013,Dramat,Yanina Studilina,5.2,7306
Stalingrad,2013,Wojenny,Mariya Smolnikova,5.2,7306
Stalingrad,2013,Wojenny,Yanina Studilina,5.2,7306
Wall Street: Pieniądz nie śpi,2010,Dramat obyczajowy,Michael Douglas,6.4,33989
Wall Street: Pieniądz nie śpi,2010,Dramat obyczajowy,Shia LaBeouf,6.4,33989
Metro,2012,Katastroficzny,Siergiej Puskepalis,6.4,15186
Metro,2012,Katastroficzny,Anatoliy Belyy,6.4,15186
Jeszcze dłuższe zaręczyny,2012,Komedia rom.,Jason Segel,5.8,29063
Jeszcze dłuższe zaręczyny,2012,Komedia rom.,Emily Blunt,5.8,29063
Królowie lata,2013,Dramat,Nick Robinson,6.7,39046
Królowie lata,2013,Dramat,Gabriel Basso,6.7,39046
Królowie lata,2013,Komedia,Nick Robinson,6.7,39046
Królowie lata,2013,Komedia,Gabriel Basso,6.7,39046
Żądza bankiera,2012,Dramat,Gad Elmaleh,6.4,4094
Żądza bankiera,2012,Dramat,Gabriel Byrne,6.4,4094
Stażyści,2013,Komedia,Vince Vaughn,6.4,89671
Stażyści,2013,Komedia,Owen Wilson,6.4,89671
Cud purymowy,2000,Dramat,Sławomir Orzechowski,7.0,8759
Cud purymowy,2000,Dramat,Danuta Stenka,7.0,8759
Cud purymowy,2000,Komedia,Sławomir Orzechowski,7.0,8759
Cud purymowy,2000,Komedia,Danuta Stenka,7.0,8759
Biała sukienka,2003,Obyczajowy,Paweł Małaszyński,7.1,25926
Biała sukienka,2003,Obyczajowy,Izabela Dąbrowska,7.1,25926
Sierpniowe niebo. 63 dni chwały,2013,Dramat,Krzysztof Kolberger,4.9,10291
Sierpniowe niebo. 63 dni chwały,2013,Dramat,Anna Nehrebecka,4.9,10291
Sierpniowe niebo. 63 dni chwały,2013,Wojenny,Krzysztof Kolberger,4.9,10291
Sierpniowe niebo. 63 dni chwały,2013,Wojenny,Anna Nehrebecka,4.9,10291
"Klik: I robisz, co chcesz",2006,Fantasy,Adam Sandler,6.5,197199
"Klik: I robisz, co chcesz",2006,Fantasy,Kate Beckinsale,6.5,197199
"Klik: I robisz, co chcesz",2006,Komedia,Adam Sandler,6.5,197199
"Klik: I robisz, co chcesz",2006,Komedia,Kate Beckinsale,6.5,197199
Wallace i Gromit: Klątwa królika,2005,Animacja,Peter Sallis,6.9,26639
Wallace i Gromit: Klątwa królika,2005,Animacja,Ralph Fiennes,6.9,26639
Władza,2013,Kryminał,Mark Wahlberg,6.5,35309
Władza,2013,Kryminał,Russell Crowe,6.5,35309
Władza,2013,Thriller,Mark Wahlberg,6.5,35309
Władza,2013,Thriller,Russell Crowe,6.5,35309
Władza,2013,Polityczny,Mark Wahlberg,6.5,35309
Władza,2013,Polityczny,Russell Crowe,6.5,35309
Odrobina nieba,2011,Dramat,Kate Hudson,7.0,46528
Odrobina nieba,2011,Dramat,Gael García Bernal,7.0,46528
Odrobina nieba,2011,Komedia,Kate Hudson,7.0,46528
Odrobina nieba,2011,Komedia,Gael García Bernal,7.0,46528
Odrobina nieba,2011,Romans,Kate Hudson,7.0,46528
Odrobina nieba,2011,Romans,Gael García Bernal,7.0,46528
"Felix, Net i Nika oraz teoretycznie możliwa katastrofa",2012,Dla dzieci,Klaudia Łepkowska,4.9,3711
"Felix, Net i Nika oraz teoretycznie możliwa katastrofa",2012,Dla dzieci,Maciej Stolarczyk,4.9,3711
"Felix, Net i Nika oraz teoretycznie możliwa katastrofa",2012,Przygodowy,Klaudia Łepkowska,4.9,3711
"Felix, Net i Nika oraz teoretycznie możliwa katastrofa",2012,Przygodowy,Maciej Stolarczyk,4.9,3711
"Felix, Net i Nika oraz teoretycznie możliwa katastrofa",2012,Sci-Fi,Klaudia Łepkowska,4.9,3711
"Felix, Net i Nika oraz teoretycznie możliwa katastrofa",2012,Sci-Fi,Maciej Stolarczyk,4.9,3711
nieletni / pełnoletni,2013,Komedia,Miles Teller,6.1,37730
nieletni / pełnoletni,2013,Komedia,Skylar Astin,6.1,37730
Czarny Czwartek. Janek Wiśniewski padł,2011,Dramat,Marta Honzatko,6.7,63361
Czarny Czwartek. Janek Wiśniewski padł,2011,Dramat,Michał Kowalski,6.7,63361
American Pie: Wesele,2003,Komedia rom.,Jason Biggs,6.7,122629
American Pie: Wesele,2003,Komedia rom.,Seann William Scott,6.7,122629
American Pie 2,2001,Komedia,Jason Biggs,6.7,131804
American Pie 2,2001,Komedia,Seann William Scott,6.7,131804
"My, dzieci z dworca Zoo",1981,Dramat obyczajowy,Natja Brunckhorst,7.3,45171
"My, dzieci z dworca Zoo",1981,Dramat obyczajowy,Jens Kuphal,7.3,45171
Blondynka w koszarach,2008,Komedia,Olesya Rulin,5.9,14930
Blondynka w koszarach,2008,Komedia,Jessica Simpson,5.9,14930
Blondynka w koszarach,2008,Wojenny,Olesya Rulin,5.9,14930
Blondynka w koszarach,2008,Wojenny,Jessica Simpson,5.9,14930
Świadectwo,2008,Fabularyzowany dok.,Papież Jan Paweł II,6.3,5326
Świadectwo,2008,Fabularyzowany dok.,Stanisław Dziwisz,6.3,5326
Błękitna laguna: Przebudzenie,2012,Melodramat,Indiana Evans,6.0,17536
Błękitna laguna: Przebudzenie,2012,Melodramat,Brenton Thwaites,6.0,17536
Błękitna laguna: Przebudzenie,2012,Przygodowy,Indiana Evans,6.0,17536
Błękitna laguna: Przebudzenie,2012,Przygodowy,Brenton Thwaites,6.0,17536
Błękitna laguna: Przebudzenie,2012,Dla młodzieży,Indiana Evans,6.0,17536
Błękitna laguna: Przebudzenie,2012,Dla młodzieży,Brenton Thwaites,6.0,17536
Habemus papam - mamy papieża,2011,Dramat,Michel Piccoli,6.1,9270
Habemus papam - mamy papieża,2011,Dramat,Nanni Moretti,6.1,9270
Habemus papam - mamy papieża,2011,Komedia,Michel Piccoli,6.1,9270
Habemus papam - mamy papieża,2011,Komedia,Nanni Moretti,6.1,9270
Mój rower,2012,Dramat,Michał Urbaniak,6.8,58206
Mój rower,2012,Dramat,Artur Żmijewski,6.8,58206
Mój rower,2012,Komedia,Michał Urbaniak,6.8,58206
Mój rower,2012,Komedia,Artur Żmijewski,6.8,58206
Mój rower,2012,Obyczajowy,Michał Urbaniak,6.8,58206
Mój rower,2012,Obyczajowy,Artur Żmijewski,6.8,58206
Haker,2002,Komedia,Bartosz Obuchowicz,5.3,26404
Haker,2002,Komedia,Piotr Miazga,5.3,26404
Haker,2002,Sensacyjny,Bartosz Obuchowicz,5.3,26404
Haker,2002,Sensacyjny,Piotr Miazga,5.3,26404
Bitwa o Czarnobyl,2006,Dokumentalny,nan,7.8,7238
Bitwa o Czarnobyl,2006,Tim Birkett,nan,7.8,7238
Eurotrip,2004,Komedia,Scott Mechlowicz,6.9,196865
Eurotrip,2004,Komedia,Jacob Pitts,6.9,196865
Eurotrip,2004,Przygodowy,Scott Mechlowicz,6.9,196865
Eurotrip,2004,Przygodowy,Jacob Pitts,6.9,196865
Wakacje w Korei Północnej,2010,Dokumentalny,nan,7.3,918
Czarnobyl. Reaktor strachu,2012,Horror,Ingrid Bolsø Berdal,4.7,54699
Czarnobyl. Reaktor strachu,2012,Horror,Dimitri Diatchenko,4.7,54699
Anatomia upadku,2012,Dokumentalny,Robert Samot,5.0,2369
Anatomia upadku,2012,Dokumentalny,Marcin Stefaniak,5.0,2369
Boisko bezdomnych,2008,Obyczajowy,Marcin Dorociński,7.1,41868
Boisko bezdomnych,2008,Obyczajowy,Eryk Lubos,7.1,41868
80 milionów,2011,Sensacyjny,Krzysztof Czeczot,7.0,41655
80 milionów,2011,Sensacyjny,Wojciech Solarz,7.0,41655
80 milionów,2011,Polityczny,Krzysztof Czeczot,7.0,41655
80 milionów,2011,Polityczny,Wojciech Solarz,7.0,41655
Rozbitkowie,2005,Przygodowy,Stephen Sobisky,5.6,19751
Rozbitkowie,2005,Przygodowy,Amanda Bynes,5.6,19751
Rozbitkowie,2005,Komedia rom.,Stephen Sobisky,5.6,19751
Rozbitkowie,2005,Komedia rom.,Amanda Bynes,5.6,19751
American Pie: Zjazd absolwentów,2012,Komedia,Jason Biggs,6.8,136536
American Pie: Zjazd absolwentów,2012,Komedia,Alyson Hannigan,6.8,136536
Obława,2012,Thriller,Marcin Dorociński,6.6,49100
Obława,2012,Thriller,Maciej Stuhr,6.6,49100
Obława,2012,Wojenny,Marcin Dorociński,6.6,49100
Obława,2012,Wojenny,Maciej Stuhr,6.6,49100
Obława,2012,Psychologiczny,Marcin Dorociński,6.6,49100
Obława,2012,Psychologiczny,Maciej Stuhr,6.6,49100
Dyktator,2012,Komedia,Sacha Baron Cohen,6.4,148851
Dyktator,2012,Komedia,Anna Faris,6.4,148851
Hitler: Narodziny zła,2003,Biograficzny,Robert Carlyle,7.3,12930
Hitler: Narodziny zła,2003,Biograficzny,Liev Schreiber,7.3,12930
Hitler: Narodziny zła,2003,Wojenny,Robert Carlyle,7.3,12930
Hitler: Narodziny zła,2003,Wojenny,Liev Schreiber,7.3,12930
U Pana Boga za miedzą,2009,Komedia,Agnieszka Kotlarska,6.6,33465
U Pana Boga za miedzą,2009,Komedia,Grzegorz Heromiński,6.6,33465
Gniew tytanów,2012,Fantasy,Sam Worthington,6.2,79652
Gniew tytanów,2012,Fantasy,Liam Neeson,6.2,79652
Gniew tytanów,2012,Przygodowy,Sam Worthington,6.2,79652
Gniew tytanów,2012,Przygodowy,Liam Neeson,6.2,79652
Iron Sky,2012,Komedia,Julia Dietze,5.4,43531
Iron Sky,2012,Komedia,Christopher Kirby,5.4,43531
Iron Sky,2012,Akcja,Julia Dietze,5.4,43531
Iron Sky,2012,Akcja,Christopher Kirby,5.4,43531
Iron Sky,2012,Sci-Fi,Julia Dietze,5.4,43531
Iron Sky,2012,Sci-Fi,Christopher Kirby,5.4,43531
Kto nigdy nie żył...,2006,Dramat,Michał Żebrowski,6.9,26179
Kto nigdy nie żył...,2006,Dramat,Robert Janowski,6.9,26179
Upadek,2004,Biograficzny,Bruno Ganz,7.5,49214
Upadek,2004,Biograficzny,Juliane Köhler,7.5,49214
Upadek,2004,Dramat,Bruno Ganz,7.5,49214
Upadek,2004,Dramat,Juliane Köhler,7.5,49214
Upadek,2004,Wojenny,Bruno Ganz,7.5,49214
Upadek,2004,Wojenny,Juliane Köhler,7.5,49214
W ciemności,2011,Dramat,Robert Więckiewicz,7.2,105186
W ciemności,2011,Dramat,Benno Fürmann,7.2,105186
W ciemności,2011,Wojenny,Robert Więckiewicz,7.2,105186
W ciemności,2011,Wojenny,Benno Fürmann,7.2,105186
1920 Bitwa Warszawska,2011,Dramat,Daniel Olbrychski,4.1,74825
1920 Bitwa Warszawska,2011,Dramat,Natasza Urbańska,4.1,74825
1920 Bitwa Warszawska,2011,Wojenny,Daniel Olbrychski,4.1,74825
1920 Bitwa Warszawska,2011,Wojenny,Natasza Urbańska,4.1,74825
U Pana Boga w ogródku,2007,Komedia kryminalna,Krzysztof Dzierma,6.9,44558
U Pana Boga w ogródku,2007,Komedia kryminalna,Andrzej Zaborski,6.9,44558
U Pana Boga za piecem,1998,Dramat,Irina Lachina,7.1,71769
U Pana Boga za piecem,1998,Dramat,Jan Wieczorkowski,7.1,71769
U Pana Boga za piecem,1998,Komedia,Irina Lachina,7.1,71769
U Pana Boga za piecem,1998,Komedia,Jan Wieczorkowski,7.1,71769
Hancock,2008,Fantasy,Will Smith,7.0,245461
Hancock,2008,Fantasy,Charlize Theron,7.0,245461
Hancock,2008,Akcja,Will Smith,7.0,245461
Hancock,2008,Akcja,Charlize Theron,7.0,245461
Dzieci Ireny Sendlerowej,2009,Biograficzny,Anna Paquin,6.8,32686
Dzieci Ireny Sendlerowej,2009,Biograficzny,Goran Višnjić,6.8,32686
Dzieci Ireny Sendlerowej,2009,Dramat,Anna Paquin,6.8,32686
Dzieci Ireny Sendlerowej,2009,Dramat,Goran Višnjić,6.8,32686
Dzieci Ireny Sendlerowej,2009,Wojenny,Anna Paquin,6.8,32686
Dzieci Ireny Sendlerowej,2009,Wojenny,Goran Višnjić,6.8,32686
Ranczo Wilkowyje,2007,Komedia obycz.,Cezary Żak,6.6,36970
Ranczo Wilkowyje,2007,Komedia obycz.,Paweł Królikowski,6.6,36970
Wakacje Jasia Fasoli,2007,Familijny,Rowan Atkinson,6.7,78167
Wakacje Jasia Fasoli,2007,Familijny,Maxim Baldry,6.7,78167
Wakacje Jasia Fasoli,2007,Komedia,Rowan Atkinson,6.7,78167
Wakacje Jasia Fasoli,2007,Komedia,Maxim Baldry,6.7,78167
Kurczak Mały,2005,Animacja,Zach Braff,6.2,44679
Kurczak Mały,2005,Animacja,Garry Marshall,6.2,44679
Kurczak Mały,2005,Familijny,Zach Braff,6.2,44679
Kurczak Mały,2005,Familijny,Garry Marshall,6.2,44679
Kurczak Mały,2005,Komedia,Zach Braff,6.2,44679
Kurczak Mały,2005,Komedia,Garry Marshall,6.2,44679
Biuro ludzkości,2017,Akcja,Nicolas Cage,4.3,1676
Biuro ludzkości,2017,Akcja,Hugh Dillon,4.3,1676
Biuro ludzkości,2017,Sci-Fi,Nicolas Cage,4.3,1676
Biuro ludzkości,2017,Sci-Fi,Hugh Dillon,4.3,1676
Pelé. Narodziny legendy,2016,Biograficzny,Kevin de Paula,7.3,10240
Pelé. Narodziny legendy,2016,Biograficzny,Rodrigo Santoro,7.3,10240
Pelé. Narodziny legendy,2016,Dramat,Kevin de Paula,7.3,10240
Pelé. Narodziny legendy,2016,Dramat,Rodrigo Santoro,7.3,10240
Pelé. Narodziny legendy,2016,Sportowy,Kevin de Paula,7.3,10240
Pelé. Narodziny legendy,2016,Sportowy,Rodrigo Santoro,7.3,10240
Odwołane święta,2021,Komedia,Hayley Orrantia,4.3,225
Odwołane święta,2021,Komedia,Dermot Mulroney,4.3,225
Odwołane święta,2021,Świąteczny,Hayley Orrantia,4.3,225
Odwołane święta,2021,Świąteczny,Dermot Mulroney,4.3,225
Spadek pod choinkę,2017,Dramat,Autumn Reeser,5.7,296
Spadek pod choinkę,2017,Dramat,David Haydn-Jones,5.7,296
Spadek pod choinkę,2017,Świąteczny,Autumn Reeser,5.7,296
Spadek pod choinkę,2017,Świąteczny,David Haydn-Jones,5.7,296
Milion na gwiazdkę,2007,Familijny,Patrick Swayze,5.3,3541
Milion na gwiazdkę,2007,Familijny,Matthew Knight,5.3,3541
Milion na gwiazdkę,2007,Komedia obycz.,Patrick Swayze,5.3,3541
Milion na gwiazdkę,2007,Komedia obycz.,Matthew Knight,5.3,3541
Milion na gwiazdkę,2007,Świąteczny,Patrick Swayze,5.3,3541
Milion na gwiazdkę,2007,Świąteczny,Matthew Knight,5.3,3541
Demystifying the Devil: Biography Marilyn Manson,2000,Dokumentalny,Muzyczny,7.2,45
Demystifying the Devil: Biography Marilyn Manson,2000,Dokumentalny,Marilyn Manson,7.2,45
Marilyn Manson. Wewnętrzne sanktuarium,2009,Dokumentalny,Marilyn Manson,6.4,522
Marilyn Manson. Wewnętrzne sanktuarium,2009,Dokumentalny,Dita Von Teese,6.4,522
Norbit,2007,Komedia rom.,Eddie Murphy,5.6,54940
Norbit,2007,Komedia rom.,Thandiwe Newton,5.6,54940
Baranek Shaun. Film,2015,Animacja,Justin Fletcher,7.2,9990
Baranek Shaun. Film,2015,Animacja,John Sparkes,7.2,9990
Baranek Shaun. Film,2015,Familijny,Justin Fletcher,7.2,9990
Baranek Shaun. Film,2015,Familijny,John Sparkes,7.2,9990
Baranek Shaun. Film,2015,Przygodowy,Justin Fletcher,7.2,9990
Baranek Shaun. Film,2015,Przygodowy,John Sparkes,7.2,9990
Scooby-Doo i Król Goblinów,2008,Animacja,Joanna Pach,6.8,2839
Scooby-Doo i Król Goblinów,2008,Animacja,Ryszard Olesiński,6.8,2839
Scooby-Doo i Król Goblinów,2008,Familijny,Joanna Pach,6.8,2839
Scooby-Doo i Król Goblinów,2008,Familijny,Ryszard Olesiński,6.8,2839
Scooby-Doo i Król Goblinów,2008,Komedia,Joanna Pach,6.8,2839
Scooby-Doo i Król Goblinów,2008,Komedia,Ryszard Olesiński,6.8,2839
Przyjaciel Świętego Mikołaja 2: Świąteczne szczeniaki,2012,Familijny,Cheryl Ladd,6.4,740
Przyjaciel Świętego Mikołaja 2: Świąteczne szczeniaki,2012,Familijny,Danny Woodburn,6.4,740
Przyjaciel Świętego Mikołaja 2: Świąteczne szczeniaki,2012,Przygodowy,Cheryl Ladd,6.4,740
Przyjaciel Świętego Mikołaja 2: Świąteczne szczeniaki,2012,Przygodowy,Danny Woodburn,6.4,740
Młody Indiana Jones: Piekło okopów,1999,Przygodowy,Sean Patrick Flanery,6.9,877
Młody Indiana Jones: Piekło okopów,1999,Przygodowy,Ronny Coutteure,6.9,877
Młody Indiana Jones: Piekło okopów,1999,Wojenny,Sean Patrick Flanery,6.9,877
Młody Indiana Jones: Piekło okopów,1999,Wojenny,Ronny Coutteure,6.9,877
Mroźny wiatr,2007,Horror,Emily Blunt,5.7,11864
Mroźny wiatr,2007,Horror,Ashton Holmes,5.7,11864
Najwyższy wyrok,2012,Thriller,Steven Seagal,5.4,3559
Najwyższy wyrok,2012,Thriller,Steve Austin,5.4,3559
Najwyższy wyrok,2012,Akcja,Steven Seagal,5.4,3559
Najwyższy wyrok,2012,Akcja,Steve Austin,5.4,3559
Człowiek z Toronto,2022,Komedia,Kevin Hart,5.6,6643
Człowiek z Toronto,2022,Komedia,Woody Harrelson,5.6,6643
Człowiek z Toronto,2022,Akcja,Kevin Hart,5.6,6643
Człowiek z Toronto,2022,Akcja,Woody Harrelson,5.6,6643
Roszpunka,2009,Baśń,Luisa Wietzorek,6.0,1611
Roszpunka,2009,Baśń,Jaime Ferkic,6.0,1611
Pierwszy lot,2006,Animacja,Jeanine Meyers,6.4,256
Pierwszy lot,2006,Animacja,Jon Spinogatti,6.4,256
Pierwszy lot,2006,Krótkometrażowy,Jeanine Meyers,6.4,256
Pierwszy lot,2006,Krótkometrażowy,Jon Spinogatti,6.4,256
Peryskop Gundlacha. Oczy alianckich czołgów,2021,Dokumentalny,nan,4.5,2
Becky,2020,Thriller,Lulu Wilson,5.4,1997
Becky,2020,Thriller,Kevin James,5.4,1997
Becky,2020,Akcja,Lulu Wilson,5.4,1997
Becky,2020,Akcja,Kevin James,5.4,1997
Listy do M. 4,2020,Komedia rom.,Tomasz Karolak,5.6,19579
Listy do M. 4,2020,Komedia rom.,Agnieszka Dygant,5.6,19579
Listy do M. 4,2020,Świąteczny,Tomasz Karolak,5.6,19579
Listy do M. 4,2020,Świąteczny,Agnieszka Dygant,5.6,19579
Gnomy rozrabiają,2017,Animacja,Becky G,5.6,2769
Gnomy rozrabiają,2017,Animacja,Josh Peck,5.6,2769
Gnomy rozrabiają,2017,Komedia,Becky G,5.6,2769
Gnomy rozrabiają,2017,Komedia,Josh Peck,5.6,2769
Próba miłości,1975,Familijny,Richard Boone,5.3,74
Próba miłości,1975,Familijny,Stewart Petersen,5.3,74
Próba miłości,1975,Przygodowy,Richard Boone,5.3,74
Próba miłości,1975,Przygodowy,Stewart Petersen,5.3,74
Próba miłości,1975,Western,Richard Boone,5.3,74
Próba miłości,1975,Western,Stewart Petersen,5.3,74
Pociąg,1964,Thriller,Albert Rémy,7.4,1548
Pociąg,1964,Thriller,Michel Simon,7.4,1548
Pociąg,1964,Wojenny,Albert Rémy,7.4,1548
Pociąg,1964,Wojenny,Michel Simon,7.4,1548
Ennio,2021,Dokumentalny,Clint Eastwood,7.8,2842
Ennio,2021,Dokumentalny,Quentin Tarantino,7.8,2842
I młodzi pozostaną,2018,Dokumentalny,nan,7.8,4525
Spider-Man: Bez drogi do domu,2021,Akcja,Tom Holland,7.7,75415
Spider-Man: Bez drogi do domu,2021,Akcja,Zendaya,7.7,75415
Spider-Man: Bez drogi do domu,2021,Sci-Fi,Tom Holland,7.7,75415
Spider-Man: Bez drogi do domu,2021,Sci-Fi,Zendaya,7.7,75415
Zombieland: Kulki w łeb,2019,Horror,Woody Harrelson,6.2,35232
Zombieland: Kulki w łeb,2019,Horror,Jesse Eisenberg,6.2,35232
Zombieland: Kulki w łeb,2019,Komedia,Woody Harrelson,6.2,35232
Zombieland: Kulki w łeb,2019,Komedia,Jesse Eisenberg,6.2,35232
Krwawy diament,2006,Dramat,Leonardo DiCaprio,7.5,263567
