Title,Year,Genre,Actor,Avg_rating,Number_of_ratings
Sing 2,2021,Komedia,Matthew McConaughey,7.6,11564
Sing 2,2021,Komedia,Reese Witherspoon,7.6,11564
Sing 2,2021,Musical,Matthew McConaughey,7.6,11564
Sing 2,2021,Musical,Reese Witherspoon,7.6,11564
Munio: Strażnik Księżyca,2014,Animacja,Omar Sy,7.2,6046
Munio: Strażnik Księżyca,2014,Animacja,Izïa Higelin,7.2,6046
Munio: Strażnik Księżyca,2014,Przygodowy,Omar Sy,7.2,6046
Munio: Strażnik Księżyca,2014,Przygodowy,Izïa Higelin,7.2,6046
Manu. Bądź sobą!,2019,Animacja,Adam Zdrójkowski,6.3,1996
Manu. Bądź sobą!,2019,Animacja,Czesław Mozil,6.3,1996
Manu. Bądź sobą!,2019,Familijny,Adam Zdrójkowski,6.3,1996
Manu. Bądź sobą!,2019,Familijny,Czesław Mozil,6.3,1996
Manu. Bądź sobą!,2019,Przygodowy,Adam Zdrójkowski,6.3,1996
Manu. Bądź sobą!,2019,Przygodowy,Czesław Mozil,6.3,1996
Le programme du jour,2007,Animacja,nan,6.3,6
Le programme du jour,2007,Krótkometrażowy,nan,6.3,6
Momentum,2015,Thriller,Olga Kurylenko,5.6,6628
Momentum,2015,Thriller,James Purefoy,5.6,6628
Momentum,2015,Akcja,Olga Kurylenko,5.6,6628
Momentum,2015,Akcja,James Purefoy,5.6,6628
Rocky,1976,Dramat,Sylvester Stallone,7.7,195859
Rocky,1976,Dramat,Talia Shire,7.7,195859
Rocky,1976,Sportowy,Sylvester Stallone,7.7,195859
Rocky,1976,Sportowy,Talia Shire,7.7,195859
Rocky Balboa,2006,Dramat,Sylvester Stallone,7.1,72504
Rocky Balboa,2006,Dramat,Burt Young,7.1,72504
Rocky Balboa,2006,Sportowy,Sylvester Stallone,7.1,72504
Rocky Balboa,2006,Sportowy,Burt Young,7.1,72504
Skazany na piekło,2003,Dramat,Jean-Claude Van Damme,7.0,15331
Skazany na piekło,2003,Dramat,Michael Bailey Smith,7.0,15331
Skazany na piekło,2003,Akcja,Jean-Claude Van Damme,7.0,15331
Skazany na piekło,2003,Akcja,Michael Bailey Smith,7.0,15331
Ostateczna rozgrywka,2018,Akcja,Dave Bautista,5.5,2727
Ostateczna rozgrywka,2018,Akcja,Pierce Brosnan,5.5,2727
Zachowaj spokój,2017,Dramat,Toni Collette,6.5,3745
Zachowaj spokój,2017,Dramat,Dakota Fanning,6.5,3745
Zachowaj spokój,2017,Komedia,Toni Collette,6.5,3745
Zachowaj spokój,2017,Komedia,Dakota Fanning,6.5,3745
Anna,2019,Thriller,Sasha Luss,6.5,24770
Anna,2019,Thriller,Helen Mirren,6.5,24770
Anna,2019,Akcja,Sasha Luss,6.5,24770
Anna,2019,Akcja,Helen Mirren,6.5,24770
Porwany,2020,Akcja,Scott Adkins,5.3,812
Porwany,2020,Akcja,Mario Van Peebles,5.3,812
Red,2010,Komedia,Bruce Willis,7.1,125004
Red,2010,Komedia,Morgan Freeman,7.1,125004
Red,2010,Akcja,Bruce Willis,7.1,125004
Red,2010,Akcja,Morgan Freeman,7.1,125004
Twierdza,1996,Sensacyjny,Sean Connery,7.5,120630
Twierdza,1996,Sensacyjny,Nicolas Cage,7.5,120630
Porwany,2017,Thriller,Halle Berry,6.0,10680
Porwany,2017,Thriller,Lew Temple,6.0,10680
Battleship: Bitwa o Ziemię,2012,Sci-Fi,Taylor Kitsch,5.9,74649
Battleship: Bitwa o Ziemię,2012,Sci-Fi,Alexander Skarsgård,5.9,74649
Najgorszy człowiek na świecie,2021,Komedia rom.,Renate Reinsve,7.3,26558
Najgorszy człowiek na świecie,2021,Komedia rom.,Anders Danielsen Lie,7.3,26558
Życie do szaleństwa,2020,Dramat,Jo Deseure,7.4,51
Życie do szaleństwa,2020,Dramat,Jean Le Peltier,7.4,51
Życie do szaleństwa,2020,Komedia,Jo Deseure,7.4,51
Życie do szaleństwa,2020,Komedia,Jean Le Peltier,7.4,51
Chateau De Sable,2015,Animacja,nan,6.5,44
Chateau De Sable,2015,Krótkometrażowy,nan,6.5,44
Brzydkie kaczątka,2020,Dramat,Ulysse Dutilloy-Liégeois,5.0,24
Brzydkie kaczątka,2020,Dramat,Andranic Manet,5.0,24
Brzydkie kaczątka,2020,Krótkometrażowy,Ulysse Dutilloy-Liégeois,5.0,24
Brzydkie kaczątka,2020,Krótkometrażowy,Andranic Manet,5.0,24
Omnibus,1992,Komedia,Daniel Rialet,59.0,98
Omnibus,1992,Komedia,Jacques Martial,59.0,98
Omnibus,1992,Krótkometrażowy,Daniel Rialet,59.0,98
Omnibus,1992,Krótkometrażowy,Jacques Martial,59.0,98
Astralium,2020,Animacja,nan,6.7,21
Astralium,2020,Krótkometrażowy,nan,6.7,21
Œil pour œil,2019,Animacja,Antoine Perrichon,4.5,25
Œil pour œil,2019,Animacja,Avital Shtapura,4.5,25
Œil pour œil,2019,Dla dzieci,Antoine Perrichon,4.5,25
Œil pour œil,2019,Dla dzieci,Avital Shtapura,4.5,25
Œil pour œil,2019,Krótkometrażowy,Antoine Perrichon,4.5,25
Œil pour œil,2019,Krótkometrażowy,Avital Shtapura,4.5,25
Mido i instrumenty,2020,Animacja,nan,3407.0,12
Mido i instrumenty,2020,Krótkometrażowy,nan,3407.0,12
Sabotaż,2014,Thriller,Arnold Schwarzenegger,4181.0,14648
Sabotaż,2014,Thriller,Sam Worthington,4181.0,14648
Sabotaż,2014,Akcja,Arnold Schwarzenegger,4181.0,14648
Sabotaż,2014,Akcja,Sam Worthington,4181.0,14648
22 kule,2010,Kryminał,Jean Reno,70.0,22947
22 kule,2010,Kryminał,Kad Merad,70.0,22947
22 kule,2010,Thriller,Jean Reno,70.0,22947
22 kule,2010,Thriller,Kad Merad,70.0,22947
22 kule,2010,Akcja,Jean Reno,70.0,22947
22 kule,2010,Akcja,Kad Merad,70.0,22947
Człowiek o pięknych oczach,2000,Animacja,Peter Blegvad,817.0,145
Człowiek o pięknych oczach,2000,Animacja,Louis Schendler,817.0,145
Człowiek o pięknych oczach,2000,Dramat,Peter Blegvad,817.0,145
Człowiek o pięknych oczach,2000,Dramat,Louis Schendler,817.0,145
Człowiek o pięknych oczach,2000,Krótkometrażowy,Peter Blegvad,817.0,145
Człowiek o pięknych oczach,2000,Krótkometrażowy,Louis Schendler,817.0,145
Liberator 2,1995,Sensacyjny,Steven Seagal,123.0,20512
Liberator 2,1995,Sensacyjny,Eric Bogosian,123.0,20512
Triumf sprawiedliwości,2016,Kryminał,Steven Seagal,6.0,701
Triumf sprawiedliwości,2016,Kryminał,Florin Piersic Jr.,6.0,701
Triumf sprawiedliwości,2016,Thriller,Steven Seagal,6.0,701
Triumf sprawiedliwości,2016,Thriller,Florin Piersic Jr.,6.0,701
Burza dusz,2019,Dramat,Oto Brantevics,6.5,1095
Burza dusz,2019,Dramat,Raimonds Celms,6.5,1095
Burza dusz,2019,Wojenny,Oto Brantevics,6.5,1095
Burza dusz,2019,Wojenny,Raimonds Celms,6.5,1095
7 psychopatów,2012,Komedia kryminalna,Colin Farrell,6.7,63970
7 psychopatów,2012,Komedia kryminalna,Sam Rockwell,6.7,63970
Cannibal Corpse: Centuries of Torment,2008,Dokumentalny,George Fisher,8.3,18
Cannibal Corpse: Centuries of Torment,2008,Dokumentalny,Alex Webster,8.3,18
Niewybaczalne,2021,Dramat,Sandra Bullock,6.8,24446
Niewybaczalne,2021,Dramat,Viola Davis,6.8,24446
Żądło,1973,Komedia kryminalna,Robert Redford,8.1,74445
Żądło,1973,Komedia kryminalna,Paul Newman,8.1,74445
Rodzice chrzestni z Tokio,2003,Dramat,Tôru Emori,7.6,4829
Rodzice chrzestni z Tokio,2003,Dramat,Yoshiaki Umegaki,7.6,4829
Rodzice chrzestni z Tokio,2003,Familijny,Tôru Emori,7.6,4829
Rodzice chrzestni z Tokio,2003,Familijny,Yoshiaki Umegaki,7.6,4829
Rodzice chrzestni z Tokio,2003,Komedia,Tôru Emori,7.6,4829
Rodzice chrzestni z Tokio,2003,Komedia,Yoshiaki Umegaki,7.6,4829
Rodzice chrzestni z Tokio,2003,Anime,Tôru Emori,7.6,4829
Rodzice chrzestni z Tokio,2003,Anime,Yoshiaki Umegaki,7.6,4829
Rodzice chrzestni z Tokio,2003,Świąteczny,Tôru Emori,7.6,4829
Rodzice chrzestni z Tokio,2003,Świąteczny,Yoshiaki Umegaki,7.6,4829
Czarny Krab,2022,Akcja,Noomi Rapace,5.0,5302
Czarny Krab,2022,Akcja,Jakob Oftebro,5.0,5302
Czarny Krab,2022,Sci-Fi,Noomi Rapace,5.0,5302
Czarny Krab,2022,Sci-Fi,Jakob Oftebro,5.0,5302
Fatamorgana,2018,Thriller,Adriana Ugarte,7.1,29404
Fatamorgana,2018,Thriller,Chino Darín,7.1,29404
Fatamorgana,2018,Sci-Fi,Adriana Ugarte,7.1,29404
Fatamorgana,2018,Sci-Fi,Chino Darín,7.1,29404
Yakuza i rodzina,2020,Dramat,Gô Ayano,6.4,349
Yakuza i rodzina,2020,Dramat,Hiroshi Tachi,6.4,349
Tajni i fajni,2019,Animacja,Will Smith,6.7,6208
Tajni i fajni,2019,Animacja,Tom Holland,6.7,6208
Tajni i fajni,2019,Komedia,Will Smith,6.7,6208
Tajni i fajni,2019,Komedia,Tom Holland,6.7,6208
Pod ostrzałem,2021,Thriller,Frank Grillo,5.6,2386
Pod ostrzałem,2021,Thriller,Gerard Butler,5.6,2386
Bez gwałtownych ruchów,2021,Thriller,Don Cheadle,5.9,2762
Bez gwałtownych ruchów,2021,Thriller,Benicio del Toro,5.9,2762
Z podniesionym czołem,2004,Sensacyjny,Dwayne Johnson,6.7,18173
Z podniesionym czołem,2004,Sensacyjny,Johnny Knoxville,6.7,18173
Zaklęta w sokoła,1985,Fantasy,Matthew Broderick,7.0,14787
Zaklęta w sokoła,1985,Fantasy,Rutger Hauer,7.0,14787
Zaklęta w sokoła,1985,Przygodowy,Matthew Broderick,7.0,14787
Zaklęta w sokoła,1985,Przygodowy,Rutger Hauer,7.0,14787
Mściciel,1973,Western,Clint Eastwood,7.5,13073
Mściciel,1973,Western,Verna Bloom,7.5,13073
Uncharted,2022,Przygodowy,Tom Holland,6.1,38246
Uncharted,2022,Przygodowy,Mark Wahlberg,6.1,38246
Co zrobił Jack?,2017,Surrealistyczny,David Lynch,6.3,5164
Co zrobił Jack?,2017,Krótkometrażowy,David Lynch,6.3,5164
Mechaniczna pomarańcza,1971,Dramat,Malcolm McDowell,7.9,214205
Mechaniczna pomarańcza,1971,Dramat,Patrick Magee,7.9,214205
Mechaniczna pomarańcza,1971,Sci-Fi,Malcolm McDowell,7.9,214205
Mechaniczna pomarańcza,1971,Sci-Fi,Patrick Magee,7.9,214205
David Attenborough: Życie na naszej planecie,2020,Dokumentalny,David Attenborough,8.4,23298
David Attenborough: Życie na naszej planecie,2020,Dokumentalny,Max Hughes,8.4,23298
David Attenborough: Życie na naszej planecie,2020,Przyrodniczy,David Attenborough,8.4,23298
David Attenborough: Życie na naszej planecie,2020,Przyrodniczy,Max Hughes,8.4,23298
Kurier,2019,Historyczny,Philippe Tłokiński,6.2,27114
Kurier,2019,Historyczny,Julie Engelbrecht,6.2,27114
Kurier,2019,Sensacyjny,Philippe Tłokiński,6.2,27114
Kurier,2019,Sensacyjny,Julie Engelbrecht,6.2,27114
Obywatel Kane,1941,Dramat,Orson Welles,7.8,56225
Obywatel Kane,1941,Dramat,Joseph Cotten,7.8,56225
"Rób, co należy",1989,Dramat,Ossie Davis,7.5,8955
"Rób, co należy",1989,Dramat,Ruby Dee,7.5,8955
"Rób, co należy",1989,Komedia,Ossie Davis,7.5,8955
"Rób, co należy",1989,Komedia,Ruby Dee,7.5,8955
Przekleństwa niewinności,1999,Dramat,Kirsten Dunst,7.3,41619
Przekleństwa niewinności,1999,Dramat,A.J. Cook,7.3,41619
Przekleństwa niewinności,1999,Psychologiczny,Kirsten Dunst,7.3,41619
Przekleństwa niewinności,1999,Psychologiczny,A.J. Cook,7.3,41619
Potwory kontra Obcy,2009,Animacja,Reese Witherspoon,6.3,42133
Potwory kontra Obcy,2009,Animacja,Seth Rogen,6.3,42133
Potwory kontra Obcy,2009,Familijny,Reese Witherspoon,6.3,42133
Potwory kontra Obcy,2009,Familijny,Seth Rogen,6.3,42133
Potwory kontra Obcy,2009,Akcja,Reese Witherspoon,6.3,42133
Potwory kontra Obcy,2009,Akcja,Seth Rogen,6.3,42133
Potwory kontra Obcy,2009,Sci-Fi,Reese Witherspoon,6.3,42133
Potwory kontra Obcy,2009,Sci-Fi,Seth Rogen,6.3,42133
Dopóki ślub nas nie rozłączy,2020,Komedia,Belén Cuesta,5.5,1389
Dopóki ślub nas nie rozłączy,2020,Komedia,Silvia Alonso,5.5,1389
Potępienie,2014,Horror,Johnny Pacar,4.5,5014
Potępienie,2014,Horror,Shaun Sipos,4.5,5014
Dom ślimaków,2021,Thriller,Paz Vega,4.9,485
Dom ślimaków,2021,Thriller,Javier Rey,4.9,485
Monster,2003,Biograficzny,Charlize Theron,7.4,70053
Monster,2003,Biograficzny,Christina Ricci,7.4,70053
Monster,2003,Dramat,Charlize Theron,7.4,70053
Monster,2003,Dramat,Christina Ricci,7.4,70053
Candyman,2021,Horror,Yahya Abdul-Mateen II,5.2,11813
Candyman,2021,Horror,Teyonah Parris,5.2,11813
Nawalny,2022,Dokumentalny,Alexei Navalny,7.4,2096
Nawalny,2022,Dokumentalny,Mariya Pevchikh,7.4,2096
Nawiedzony,1999,Horror,Liam Neeson,5.7,20144
Nawiedzony,1999,Horror,Catherine Zeta-Jones,5.7,20144
Czwarty stopień,2009,Thriller,Milla Jovovich,6.5,44175
Czwarty stopień,2009,Thriller,Will Patton,6.5,44175
Czwarty stopień,2009,Sci-Fi,Milla Jovovich,6.5,44175
Czwarty stopień,2009,Sci-Fi,Will Patton,6.5,44175
Susza,2020,Kryminał,Eric Bana,6.7,11097
Susza,2020,Kryminał,Genevieve O'Reilly,6.7,11097
Susza,2020,Thriller,Eric Bana,6.7,11097
Susza,2020,Thriller,Genevieve O'Reilly,6.7,11097
Przebudzenia,1990,Dramat obyczajowy,Robin Williams,8.1,120562
Przebudzenia,1990,Dramat obyczajowy,Robert De Niro,8.1,120562
Paradoks Cloverfield,2018,Sci-Fi,Gugu Mbatha-Raw,5.3,31409
Paradoks Cloverfield,2018,Sci-Fi,David Oyelowo,5.3,31409
Oko bez twarzy,2021,Horror,Dakota Shapiro,3.8,1050
Oko bez twarzy,2021,Horror,Luke Cook,3.8,1050
Wilk ze Snow Hollow,2020,Horror,Jim Cummings,5.4,2254
Wilk ze Snow Hollow,2020,Horror,Riki Lindhome,5.4,2254
Wilk ze Snow Hollow,2020,Komedia,Jim Cummings,5.4,2254
Wilk ze Snow Hollow,2020,Komedia,Riki Lindhome,5.4,2254
Zabierz mnie w miłe miejsce,2021,Dramat,Roy Dupuis,5.4,70
Zabierz mnie w miłe miejsce,2021,Dramat,Pascale Bussières,5.4,70
Zabierz mnie w miłe miejsce,2021,Krótkometrażowy,Roy Dupuis,5.4,70
Zabierz mnie w miłe miejsce,2021,Krótkometrażowy,Pascale Bussières,5.4,70
Wybieraj albo umieraj,2022,Horror,Asa Butterfield,4.9,9728
Wybieraj albo umieraj,2022,Horror,Iola Evans,4.9,9728
Noc Pod Orłem,2021,Horror,Amelia Dudley,3.5,366
Noc Pod Orłem,2021,Horror,Taylor Turner,3.5,366
Escape Room: Najlepsi z najlepszych,2021,Horror,Taylor Russell,5.3,9360
Escape Room: Najlepsi z najlepszych,2021,Horror,Logan Miller,5.3,9360
Tajemnica anioła,2019,Thriller,Noomi Rapace,6.3,7461
Tajemnica anioła,2019,Thriller,Yvonne Strahovski,6.3,7461
Kanion,2020,Thriller,Pauline Lorillard,4.5,275
Kanion,2020,Thriller,Emmanuel Matte,4.5,275
Kanion,2020,Krótkometrażowy,Pauline Lorillard,4.5,275
Kanion,2020,Krótkometrażowy,Emmanuel Matte,4.5,275
Naznaczony: rozdział 3,2015,Horror,Dermot Mulroney,6.2,40501
Naznaczony: rozdział 3,2015,Horror,Stefanie Scott,6.2,40501
Opętanie - Powrót do domu,2007,Horror,Rob Lowe,4.8,826
Opętanie - Powrót do domu,2007,Horror,Marnie McPhail,4.8,826
Ksiądz,2011,Horror,Paul Bettany,5.9,67847
Ksiądz,2011,Horror,Karl Urban,5.9,67847
Ksiądz,2011,Akcja,Paul Bettany,5.9,67847
Ksiądz,2011,Akcja,Karl Urban,5.9,67847
Ksiądz,2011,Sci-Fi,Paul Bettany,5.9,67847
Ksiądz,2011,Sci-Fi,Karl Urban,5.9,67847
Sanktuarium,2021,Horror,Jeffrey Dean Morgan,4.8,6467
Sanktuarium,2021,Horror,Cricket Brown,4.8,6467
Ostatni gwizdek,2014,Dramat,Kevin Costner,6.9,12008
Ostatni gwizdek,2014,Dramat,Jennifer Garner,6.9,12008
Ostatni gwizdek,2014,Sportowy,Kevin Costner,6.9,12008
Ostatni gwizdek,2014,Sportowy,Jennifer Garner,6.9,12008
Był sobie chłopiec,2002,Dramat,Hugh Grant,7.1,100501
Był sobie chłopiec,2002,Dramat,Toni Collette,7.1,100501
Był sobie chłopiec,2002,Romans,Hugh Grant,7.1,100501
Był sobie chłopiec,2002,Romans,Toni Collette,7.1,100501
Był sobie chłopiec,2002,Komedia,Hugh Grant,7.1,100501
Był sobie chłopiec,2002,Komedia,Toni Collette,7.1,100501
"Ciemno, prawie noc",2019,Kryminał,Magdalena Cielecka,4.7,19038
"Ciemno, prawie noc",2019,Kryminał,Marcin Dorociński,4.7,19038
"Ciemno, prawie noc",2019,Thriller,Magdalena Cielecka,4.7,19038
"Ciemno, prawie noc",2019,Thriller,Marcin Dorociński,4.7,19038
Zupa nic,2021,Komedia obycz.,Kinga Preis,6.6,14124
Zupa nic,2021,Komedia obycz.,Adam Woronowicz,6.6,14124
Pierwsza gwiazdka,2017,Animacja,Steven Yeun,6.7,3169
Pierwsza gwiazdka,2017,Animacja,Keegan-Michael Key,6.7,3169
Pierwsza gwiazdka,2017,Familijny,Steven Yeun,6.7,3169
Pierwsza gwiazdka,2017,Familijny,Keegan-Michael Key,6.7,3169
Pierwsza gwiazdka,2017,Komedia,Steven Yeun,6.7,3169
Pierwsza gwiazdka,2017,Komedia,Keegan-Michael Key,6.7,3169
Pierwsza gwiazdka,2017,Świąteczny,Steven Yeun,6.7,3169
Pierwsza gwiazdka,2017,Świąteczny,Keegan-Michael Key,6.7,3169
Avatar: Istota wody,2022,Sci-Fi,Sam Worthington,7.4,23094
Avatar: Istota wody,2022,Sci-Fi,Zoe Saldana,7.4,23094
Last Christmas,2019,Dramat,Emilia Clarke,6.1,28010
Last Christmas,2019,Dramat,Henry Golding,6.1,28010
Last Christmas,2019,Komedia,Emilia Clarke,6.1,28010
Last Christmas,2019,Komedia,Henry Golding,6.1,28010
Last Christmas,2019,Świąteczny,Emilia Clarke,6.1,28010
Last Christmas,2019,Świąteczny,Henry Golding,6.1,28010
Powrót Bena,2018,Dramat,Julia Roberts,6.7,12250
Powrót Bena,2018,Dramat,Lucas Hedges,6.7,12250
Głębia strachu,2020,Thriller,Kristen Stewart,5.5,16887
Głębia strachu,2020,Thriller,Vincent Cassel,5.5,16887
Głębia strachu,2020,Sci-Fi,Kristen Stewart,5.5,16887
Głębia strachu,2020,Sci-Fi,Vincent Cassel,5.5,16887
Zwarcie,2021,Akcja,Kate Beckinsale,5.3,3655
Zwarcie,2021,Akcja,Jai Courtney,5.3,3655
Zawrotna prędkość,2017,Akcja,Freddie Thorp,5.6,4507
Zawrotna prędkość,2017,Akcja,Scott Eastwood,5.6,4507
Bez skrupułów Toma Clancy'ego,2021,Dramat,Michael B. Jordan,5.3,4704
Bez skrupułów Toma Clancy'ego,2021,Dramat,Jamie Bell,5.3,4704
Bez skrupułów Toma Clancy'ego,2021,Kryminał,Michael B. Jordan,5.3,4704
Bez skrupułów Toma Clancy'ego,2021,Kryminał,Jamie Bell,5.3,4704
Bez skrupułów Toma Clancy'ego,2021,Akcja,Michael B. Jordan,5.3,4704
Bez skrupułów Toma Clancy'ego,2021,Akcja,Jamie Bell,5.3,4704
Źle się dzieje w El Royale,2018,Thriller,Jeff Bridges,7.1,37130
Źle się dzieje w El Royale,2018,Thriller,Cynthia Erivo,7.1,37130
Songbird. Rozdzieleni,2020,Melodramat,K.J. Apa,5.1,1829
Songbird. Rozdzieleni,2020,Melodramat,Demi Moore,5.1,1829
Songbird. Rozdzieleni,2020,Sci-Fi,K.J. Apa,5.1,1829
Songbird. Rozdzieleni,2020,Sci-Fi,Demi Moore,5.1,1829
Songbird. Rozdzieleni,2020,Thriller,K.J. Apa,5.1,1829
Songbird. Rozdzieleni,2020,Thriller,Demi Moore,5.1,1829
Jak najdalej stąd,2020,Dramat,Zofia Stafiej,6.8,18324
Jak najdalej stąd,2020,Dramat,Kinga Preis,6.8,18324
Wielki Mur,2016,Fantasy,Matt Damon,5.8,50335
Wielki Mur,2016,Fantasy,Tian Jing,5.8,50335
Wielki Mur,2016,Przygodowy,Matt Damon,5.8,50335
Wielki Mur,2016,Przygodowy,Tian Jing,5.8,50335
Aż poleje się krew,2007,Dramat obyczajowy,Daniel Day-Lewis,7.7,86360
Aż poleje się krew,2007,Dramat obyczajowy,Dillon Freasier,7.7,86360
72 godziny,2014,Sensacyjny,Kevin Costner,6.3,36484
72 godziny,2014,Sensacyjny,Amber Heard,6.3,36484
Dziewczyna we mgle,2017,Kryminał,Toni Servillo,6.9,36690
Dziewczyna we mgle,2017,Kryminał,Alessio Boni,6.9,36690
Dziewczyna we mgle,2017,Thriller,Toni Servillo,6.9,36690
Dziewczyna we mgle,2017,Thriller,Alessio Boni,6.9,36690
"Gdzie jesteś, Bernadette?",2019,Dramat,Cate Blanchett,6.5,10940
"Gdzie jesteś, Bernadette?",2019,Dramat,Billy Crudup,6.5,10940
"Gdzie jesteś, Bernadette?",2019,Komedia,Cate Blanchett,6.5,10940
"Gdzie jesteś, Bernadette?",2019,Komedia,Billy Crudup,6.5,10940
Bar dobrych ludzi,2021,Dramat,Ben Affleck,6.5,3335
Bar dobrych ludzi,2021,Dramat,Tye Sheridan,6.5,3335
Raya i ostatni smok,2021,Animacja,Kelly Marie Tran,7.2,20778
Raya i ostatni smok,2021,Animacja,Awkwafina,7.2,20778
Raya i ostatni smok,2021,Baśń,Kelly Marie Tran,7.2,20778
Raya i ostatni smok,2021,Baśń,Awkwafina,7.2,20778
Akt zemsty,2017,Dramat,Antonio Banderas,5.6,4249
Akt zemsty,2017,Dramat,Cristina Serafini,5.6,4249
Akt zemsty,2017,Akcja,Antonio Banderas,5.6,4249
Akt zemsty,2017,Akcja,Cristina Serafini,5.6,4249
"Kurier Francuski z Liberty, Kansas Evening Sun",2021,Dramat,Benicio del Toro,7.0,22656
"Kurier Francuski z Liberty, Kansas Evening Sun",2021,Dramat,Adrien Brody,7.0,22656
"Kurier Francuski z Liberty, Kansas Evening Sun",2021,Komedia,Benicio del Toro,7.0,22656
"Kurier Francuski z Liberty, Kansas Evening Sun",2021,Komedia,Adrien Brody,7.0,22656
"Kurier Francuski z Liberty, Kansas Evening Sun",2021,Romans,Benicio del Toro,7.0,22656
"Kurier Francuski z Liberty, Kansas Evening Sun",2021,Romans,Adrien Brody,7.0,22656
Siódmy znak,1988,Fantasy,Demi Moore,6.0,4656
Siódmy znak,1988,Fantasy,Michael Biehn,6.0,4656
Siódmy znak,1988,Thriller,Demi Moore,6.0,4656
Siódmy znak,1988,Thriller,Michael Biehn,6.0,4656
Wesołych Świąt,2006,Familijny,Danny DeVito,5.8,14077
Wesołych Świąt,2006,Familijny,Matthew Broderick,5.8,14077
Wesołych Świąt,2006,Komedia,Danny DeVito,5.8,14077
Wesołych Świąt,2006,Komedia,Matthew Broderick,5.8,14077
Wesołych Świąt,2006,Świąteczny,Danny DeVito,5.8,14077
Wesołych Świąt,2006,Świąteczny,Matthew Broderick,5.8,14077
Dylemat społeczny,2020,Dokumentalny,Skyler Gisondo,6.7,24867
Dylemat społeczny,2020,Dokumentalny,Kara Hayward,6.7,24867
Inside Job,2010,Dokumentalny,Matt Damon,7.6,16830
Inside Job,2010,Dokumentalny,William Ackman,7.6,16830
Zakochany bogacz,2020,Komedia rom.,Danilo Mesquita ,5.6,5554
Zakochany bogacz,2020,Komedia rom.,Giovanna Lancellotti,5.6,5554
Pech to nie grzech,2018,Komedia rom.,Maria Dębska,4.4,19706
Pech to nie grzech,2018,Komedia rom.,Mikołaj Roznerski,4.4,19706
"Kocham cię, głuptasie",2020,Komedia,Quim Gutiérrez,5.4,2236
"Kocham cię, głuptasie",2020,Komedia,Natalia Tena,5.4,2236
Na układy nie ma rady,2017,Komedia obycz.,Grzegorz Małecki,7.2,32198
Na układy nie ma rady,2017,Komedia obycz.,Katarzyna Glinka,7.2,32198
Aplikacja,2019,Dramat,Vincenzo Crea,3.0,446
Aplikacja,2019,Dramat,Jessica Cressy,3.0,446
Aplikacja,2019,Sci-Fi,Vincenzo Crea,3.0,446
Aplikacja,2019,Sci-Fi,Jessica Cressy,3.0,446
Betonowe złoto,2020,Dramat,David Kross,6.1,3966
Betonowe złoto,2020,Dramat,Frederick Lau,6.1,3966
Ocalić kapitalizm,2017,Dokumentalny,nan,6.0,485
Doktor Dolittle,2020,Familijny,Robert Downey Jr.,6.2,18955
Doktor Dolittle,2020,Familijny,Antonio Banderas,6.2,18955
Doktor Dolittle,2020,Fantasy,Robert Downey Jr.,6.2,18955
Doktor Dolittle,2020,Fantasy,Antonio Banderas,6.2,18955
Doktor Dolittle,2020,Komedia,Robert Downey Jr.,6.2,18955
Doktor Dolittle,2020,Komedia,Antonio Banderas,6.2,18955
Pralnia,2019,Dramat,Meryl Streep,5.7,20882
Pralnia,2019,Dramat,Gary Oldman,5.7,20882
Polityka,2019,Obyczajowy,Andrzej Grabowski,3.5,56835
Polityka,2019,Obyczajowy,Zbigniew Zamachowski,3.5,56835
Polityka,2019,Polityczny,Andrzej Grabowski,3.5,56835
Polityka,2019,Polityczny,Zbigniew Zamachowski,3.5,56835
Hakowanie świata,2019,Dokumentalny,Carole Cadwalladr,6.4,6979
Hakowanie świata,2019,Dokumentalny,David Carroll,6.4,6979
Chiński przekręt,2017,Dokumentalny,nan,6.8,428
Tylko nie mów nikomu,2019,Dokumentalny,Tomasz Sekielski,8.0,80424
Tylko nie mów nikomu,2019,Dokumentalny,Anna Misiewicz,8.0,80424
Iron Sky. Inwazja,2019,Komedia,Lara Rossi,5.0,6893
Iron Sky. Inwazja,2019,Komedia,Vladimir Burlakov,5.0,6893
Iron Sky. Inwazja,2019,Akcja,Lara Rossi,5.0,6893
Iron Sky. Inwazja,2019,Akcja,Vladimir Burlakov,5.0,6893
Iron Sky. Inwazja,2019,Sci-Fi,Lara Rossi,5.0,6893
Iron Sky. Inwazja,2019,Sci-Fi,Vladimir Burlakov,5.0,6893
Dumbo,2019,Familijny,Colin Farrell,6.3,17170
Dumbo,2019,Familijny,Michael Keaton,6.3,17170
Dumbo,2019,Fantasy,Colin Farrell,6.3,17170
Dumbo,2019,Fantasy,Michael Keaton,6.3,17170
Dziennik maszynisty,2016,Czarna komedia,Lazar Ristovski,6.9,3893
Dziennik maszynisty,2016,Czarna komedia,Petar Korać,6.9,3893
"Gru, Dru i Minionki",2017,Animacja,Steve Carell,6.5,50041
"Gru, Dru i Minionki",2017,Animacja,Kristen Wiig,6.5,50041
"Gru, Dru i Minionki",2017,Komedia,Steve Carell,6.5,50041
"Gru, Dru i Minionki",2017,Komedia,Kristen Wiig,6.5,50041
"Gru, Dru i Minionki",2017,Przygodowy,Steve Carell,6.5,50041
